,STATISTICAL_MURDER_FLAG,BORO,PERP_SEX,PERP_AGE_GROUP,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Hour,Month,Year
2928,1,1,0.0,2.0,1.0,3.0,1.0,2.0,0,7,2017
2929,1,0,0.0,1.0,4.0,2.0,0.0,1.0,11,1,2020
2935,1,1,0.0,2.0,1.0,2.0,0.0,1.0,14,6,2021
2946,1,0,0.0,1.0,1.0,3.0,0.0,1.0,11,4,2007
2994,1,1,0.0,1.0,1.0,1.0,0.0,1.0,3,5,2017
3011,1,2,0.0,3.0,1.0,3.0,0.0,1.0,22,5,2017
3017,1,2,0.0,2.0,1.0,1.0,1.0,1.0,6,3,2012
3019,1,1,0.0,1.0,3.0,2.0,0.0,2.0,2,10,2013
3040,1,1,0.0,0.0,1.0,2.0,0.0,3.0,4,8,2021
3043,1,3,0.0,3.0,0.0,3.0,1.0,0.0,7,11,2017
3051,1,0,0.0,2.0,3.0,2.0,0.0,3.0,19,6,2016
3062,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,12,2012
3071,1,1,0.0,2.0,1.0,2.0,0.0,1.0,20,6,2021
3072,1,2,0.0,2.0,1.0,2.0,0.0,1.0,3,9,2015
3074,1,2,0.0,3.0,2.0,2.0,0.0,2.0,11,5,2006
3080,1,2,0.0,0.0,1.0,2.0,0.0,1.0,19,5,2006
3100,1,2,0.0,0.0,1.0,2.0,0.0,1.0,5,3,2006
3102,1,2,0.0,1.0,1.0,2.0,0.0,1.0,4,7,2006
3104,1,3,0.0,2.0,1.0,2.0,0.0,1.0,3,5,2006
3106,1,2,0.0,0.0,1.0,2.0,0.0,1.0,23,4,2013
3112,1,1,0.0,2.0,1.0,2.0,0.0,1.0,1,11,2018
3117,1,2,0.0,1.0,1.0,0.0,0.0,1.0,18,7,2013
3118,1,2,0.0,1.0,1.0,2.0,0.0,1.0,21,8,2008
3129,1,1,0.0,1.0,1.0,2.0,0.0,1.0,4,7,2008
3132,1,2,0.0,1.0,1.0,1.0,0.0,1.0,18,9,2020
3134,1,2,0.0,2.0,1.0,2.0,0.0,1.0,15,3,2008
3142,1,2,0.0,2.0,2.0,2.0,0.0,1.0,19,4,2015
3147,1,2,0.0,1.0,3.0,0.0,0.0,1.0,17,9,2009
3160,1,2,0.0,1.0,3.0,1.0,0.0,3.0,1,11,2006
3163,1,1,0.0,2.0,2.0,2.0,0.0,0.0,20,11,2011
3174,1,1,0.0,1.0,1.0,1.0,1.0,1.0,23,10,2007
3175,1,3,0.0,2.0,1.0,2.0,0.0,2.0,1,4,2021
3180,1,1,0.0,2.0,2.0,2.0,0.0,1.0,5,6,2007
3190,1,3,0.0,3.0,1.0,2.0,1.0,1.0,2,11,2011
3196,1,1,0.0,1.0,1.0,1.0,0.0,1.0,20,1,2011
3203,1,1,0.0,2.0,3.0,2.0,0.0,3.0,4,12,2006
3220,1,2,0.0,1.0,1.0,1.0,0.0,1.0,22,6,2008
3225,1,1,0.0,2.0,1.0,2.0,0.0,1.0,2,7,2012
3226,1,3,0.0,1.0,1.0,0.0,0.0,1.0,17,12,2009
3237,1,0,0.0,2.0,1.0,2.0,0.0,1.0,14,2,2021
3255,1,2,0.0,1.0,1.0,2.0,0.0,1.0,0,4,2014
3262,1,2,0.0,0.0,1.0,1.0,0.0,1.0,14,1,2016
3269,1,2,0.0,2.0,1.0,1.0,0.0,1.0,20,9,2006
3271,1,1,0.0,1.0,3.0,1.0,0.0,2.0,16,6,2018
3285,1,0,0.0,1.0,1.0,1.0,0.0,1.0,19,5,2007
3290,1,1,0.0,2.0,1.0,2.0,0.0,1.0,21,4,2021
3296,1,2,0.0,1.0,1.0,1.0,0.0,1.0,0,5,2021
3302,1,2,0.0,2.0,1.0,2.0,0.0,1.0,10,2,2020
3303,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1,1,2009
3314,1,1,0.0,1.0,2.0,1.0,0.0,3.0,3,7,2010
3325,1,2,0.0,2.0,1.0,2.0,0.0,1.0,8,3,2008
3326,1,2,0.0,2.0,1.0,1.0,0.0,1.0,1,11,2009
3345,1,1,0.0,1.0,1.0,0.0,0.0,1.0,21,7,2012
3353,1,1,0.0,1.0,3.0,1.0,0.0,1.0,12,9,2021
3359,1,1,0.0,1.0,1.0,1.0,0.0,1.0,4,5,2014
3360,1,2,1.0,1.0,1.0,1.0,0.0,1.0,22,9,2021
3361,1,2,0.0,1.0,1.0,2.0,0.0,1.0,5,6,2021
3365,1,1,0.0,2.0,1.0,1.0,0.0,1.0,19,7,2021
3381,1,0,0.0,2.0,4.0,2.0,0.0,4.0,17,8,2019
3405,1,2,0.0,1.0,1.0,2.0,0.0,4.0,2,9,2006
3408,1,1,0.0,1.0,1.0,2.0,0.0,3.0,5,6,2018
3409,1,0,0.0,2.0,1.0,2.0,0.0,1.0,1,9,2018
3410,1,1,0.0,2.0,3.0,2.0,0.0,1.0,4,6,2014
3438,1,2,0.0,2.0,1.0,2.0,0.0,1.0,21,10,2009
3445,1,2,0.0,2.0,1.0,2.0,0.0,1.0,3,4,2011
3459,1,1,0.0,1.0,1.0,1.0,0.0,2.0,21,9,2008
3464,1,3,0.0,0.0,2.0,1.0,0.0,4.0,5,9,2015
3465,1,2,0.0,0.0,1.0,2.0,0.0,4.0,21,1,2006
3466,1,2,0.0,1.0,1.0,1.0,0.0,1.0,21,3,2011
3479,1,3,0.0,2.0,2.0,2.0,0.0,3.0,4,8,2009
3483,1,3,0.0,3.0,1.0,2.0,0.0,1.0,15,9,2020
3485,1,2,0.0,1.0,1.0,1.0,0.0,1.0,16,10,2006
3493,1,2,0.0,1.0,1.0,3.0,0.0,1.0,22,10,2020
3506,1,2,0.0,2.0,1.0,0.0,0.0,1.0,0,7,2012
3509,1,0,0.0,2.0,2.0,2.0,0.0,1.0,23,6,2011
3528,1,2,0.0,1.0,1.0,1.0,0.0,1.0,16,9,2020
3539,1,1,0.0,2.0,1.0,2.0,1.0,1.0,17,11,2021
3544,1,1,0.0,0.0,1.0,1.0,0.0,1.0,22,8,2021
3548,1,0,0.0,2.0,1.0,2.0,0.0,0.0,18,2,2019
3552,1,3,0.0,2.0,1.0,2.0,0.0,3.0,6,7,2021
3558,1,2,0.0,2.0,3.0,2.0,0.0,2.0,1,11,2007
3574,1,4,0.0,1.0,2.0,3.0,0.0,2.0,22,1,2015
3612,1,1,0.0,1.0,1.0,2.0,0.0,1.0,23,10,2007
3625,1,1,0.0,2.0,1.0,2.0,0.0,1.0,0,6,2019
3635,1,3,0.0,3.0,3.0,3.0,1.0,3.0,22,4,2021
3641,1,2,0.0,2.0,1.0,1.0,0.0,3.0,5,7,2009
3659,1,1,0.0,2.0,3.0,2.0,0.0,3.0,2,8,2016
3674,1,2,0.0,0.0,1.0,2.0,0.0,1.0,20,5,2019
3682,1,1,0.0,1.0,3.0,2.0,0.0,1.0,20,5,2013
3684,1,0,0.0,1.0,1.0,0.0,0.0,1.0,13,4,2006
3688,1,2,0.0,2.0,2.0,1.0,0.0,2.0,1,9,2016
3690,1,1,0.0,0.0,3.0,1.0,0.0,1.0,1,12,2007
3696,1,3,0.0,1.0,1.0,1.0,0.0,2.0,21,8,2012
3702,1,3,0.0,1.0,1.0,1.0,0.0,2.0,3,6,2007
3710,1,1,0.0,1.0,1.0,2.0,0.0,1.0,21,5,2007
3718,1,2,0.0,2.0,4.0,2.0,0.0,1.0,23,11,2014
3722,1,1,0.0,2.0,2.0,2.0,1.0,2.0,2,8,2007
3727,1,1,0.0,2.0,1.0,2.0,0.0,2.0,21,9,2009
3733,1,0,0.0,2.0,1.0,2.0,0.0,1.0,4,10,2013
3750,1,2,0.0,2.0,1.0,2.0,1.0,1.0,21,7,2020
3751,1,2,0.0,3.0,1.0,2.0,1.0,1.0,23,4,2010
3755,1,1,0.0,2.0,1.0,1.0,0.0,1.0,4,7,2021
3757,1,2,0.0,2.0,1.0,2.0,0.0,1.0,23,10,2008
3790,1,2,0.0,2.0,1.0,1.0,0.0,1.0,9,10,2014
3794,1,1,0.0,0.0,1.0,2.0,0.0,2.0,3,8,2009
3813,1,1,0.0,1.0,1.0,0.0,0.0,1.0,15,12,2011
3828,1,2,0.0,1.0,2.0,2.0,0.0,2.0,1,12,2016
3832,1,3,0.0,1.0,1.0,1.0,0.0,1.0,18,12,2009
3849,1,0,0.0,1.0,2.0,1.0,0.0,2.0,1,7,2006
3855,1,0,0.0,1.0,1.0,2.0,0.0,1.0,14,3,2008
3865,1,1,0.0,1.0,1.0,1.0,0.0,3.0,18,4,2021
3866,1,1,0.0,1.0,1.0,4.0,1.0,1.0,17,10,2009
3870,1,0,0.0,1.0,1.0,2.0,0.0,3.0,4,3,2013
3885,1,2,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2015
3897,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,6,2014
3900,1,0,0.0,2.0,1.0,2.0,0.0,1.0,10,12,2006
3909,1,1,0.0,1.0,1.0,1.0,0.0,2.0,2,6,2006
3911,1,2,0.0,2.0,1.0,0.0,0.0,1.0,16,7,2013
3925,1,0,0.0,2.0,1.0,2.0,0.0,2.0,14,6,2011
3951,1,3,0.0,1.0,1.0,2.0,0.0,1.0,12,1,2021
3976,1,2,0.0,2.0,1.0,2.0,1.0,1.0,18,7,2020
3977,1,1,0.0,2.0,2.0,1.0,1.0,3.0,21,11,2009
4006,1,2,0.0,1.0,1.0,1.0,0.0,1.0,1,1,2010
4024,1,0,0.0,1.0,2.0,2.0,0.0,2.0,17,6,2021
4029,1,1,0.0,2.0,1.0,1.0,0.0,1.0,0,6,2009
4035,1,0,0.0,2.0,2.0,2.0,0.0,1.0,3,7,2017
4036,1,0,0.0,1.0,1.0,2.0,0.0,1.0,22,3,2021
4056,1,3,0.0,1.0,1.0,1.0,0.0,1.0,19,11,2021
4059,1,0,0.0,2.0,1.0,2.0,0.0,1.0,2,10,2018
4062,1,2,0.0,1.0,1.0,2.0,0.0,1.0,23,5,2021
4064,1,4,0.0,2.0,1.0,0.0,1.0,1.0,3,6,2010
4065,1,1,0.0,3.0,1.0,2.0,0.0,1.0,20,2,2021
4069,1,3,0.0,2.0,3.0,2.0,1.0,3.0,19,5,2010
4070,1,2,0.0,1.0,3.0,1.0,0.0,1.0,17,9,2009
4080,1,1,0.0,3.0,1.0,3.0,0.0,0.0,22,11,2013
4116,1,2,0.0,1.0,2.0,0.0,0.0,1.0,19,8,2011
4126,1,4,0.0,2.0,0.0,2.0,0.0,2.0,2,3,2021
4132,1,3,0.0,2.0,1.0,1.0,0.0,1.0,15,11,2011
4134,1,1,0.0,1.0,1.0,2.0,0.0,1.0,22,1,2008
4146,1,0,0.0,2.0,1.0,2.0,0.0,1.0,16,1,2014
4150,1,0,0.0,1.0,1.0,1.0,0.0,3.0,4,3,2013
4157,1,1,0.0,2.0,1.0,2.0,0.0,1.0,1,6,2021
4162,1,0,0.0,2.0,2.0,2.0,1.0,3.0,20,3,2021
4166,1,2,0.0,1.0,1.0,0.0,0.0,1.0,18,7,2007
4170,1,2,0.0,3.0,1.0,3.0,0.0,2.0,23,1,2015
4174,1,3,0.0,2.0,1.0,1.0,0.0,1.0,4,6,2007
4184,1,2,0.0,2.0,0.0,2.0,0.0,2.0,22,10,2009
4186,1,2,0.0,2.0,1.0,1.0,0.0,1.0,16,3,2006
4190,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1,8,2007
4197,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1,2,2010
4199,1,1,0.0,2.0,3.0,1.0,0.0,2.0,1,5,2016
4219,1,2,0.0,2.0,1.0,4.0,1.0,0.0,17,8,2009
4220,1,0,0.0,1.0,1.0,1.0,0.0,1.0,12,3,2015
4221,1,1,0.0,1.0,1.0,2.0,1.0,2.0,22,6,2018
4226,1,2,0.0,1.0,1.0,1.0,0.0,1.0,1,8,2008
4228,1,1,0.0,1.0,1.0,2.0,0.0,2.0,3,8,2009
4229,1,2,0.0,2.0,1.0,2.0,0.0,1.0,3,6,2006
4236,1,2,0.0,1.0,1.0,1.0,0.0,1.0,0,8,2016
4243,1,1,0.0,0.0,3.0,0.0,0.0,1.0,23,5,2011
4263,1,2,0.0,2.0,2.0,2.0,0.0,1.0,2,5,2012
4277,1,1,0.0,1.0,1.0,1.0,1.0,1.0,22,3,2017
4284,1,0,0.0,2.0,0.0,1.0,1.0,2.0,9,10,2010
4290,1,2,1.0,0.0,1.0,0.0,0.0,1.0,22,4,2011
4292,1,2,0.0,1.0,1.0,1.0,0.0,1.0,4,5,2009
4297,1,2,0.0,1.0,1.0,1.0,0.0,1.0,19,6,2006
4298,1,2,1.0,1.0,1.0,2.0,0.0,1.0,18,6,2010
4303,1,3,0.0,1.0,1.0,1.0,0.0,1.0,5,9,2008
4315,1,0,0.0,0.0,1.0,2.0,0.0,1.0,1,6,2008
4318,1,0,0.0,2.0,2.0,2.0,1.0,1.0,3,7,2017
4344,1,2,0.0,2.0,1.0,3.0,1.0,1.0,22,7,2007
4363,1,0,0.0,1.0,1.0,2.0,0.0,1.0,9,7,2010
4364,1,2,0.0,2.0,1.0,2.0,0.0,1.0,10,3,2013
4373,1,1,0.0,1.0,2.0,1.0,0.0,2.0,22,12,2008
4408,1,2,0.0,1.0,1.0,1.0,0.0,1.0,20,2,2013
4409,1,1,0.0,2.0,2.0,1.0,0.0,2.0,4,2,2010
4423,1,1,1.0,1.0,2.0,1.0,0.0,2.0,12,11,2016
4429,1,4,0.0,1.0,1.0,1.0,0.0,1.0,0,9,2008
4445,1,1,0.0,1.0,1.0,2.0,0.0,1.0,14,4,2013
4460,1,1,0.0,1.0,2.0,3.0,1.0,2.0,22,11,2009
4461,1,1,0.0,0.0,2.0,1.0,0.0,3.0,2,3,2008
4462,1,1,0.0,1.0,1.0,2.0,0.0,1.0,3,9,2013
4468,1,2,0.0,3.0,0.0,2.0,1.0,0.0,12,10,2006
4470,1,1,0.0,2.0,1.0,2.0,0.0,1.0,6,9,2011
4471,1,1,0.0,0.0,1.0,1.0,0.0,1.0,21,7,2012
4478,1,1,0.0,2.0,1.0,2.0,1.0,1.0,14,6,2021
4495,1,1,0.0,1.0,2.0,1.0,0.0,2.0,12,11,2016
4511,1,1,0.0,1.0,2.0,0.0,0.0,2.0,3,7,2006
4512,1,2,0.0,1.0,1.0,1.0,0.0,1.0,18,11,2009
4525,1,0,0.0,1.0,1.0,1.0,0.0,2.0,22,9,2021
4548,1,1,0.0,1.0,1.0,3.0,0.0,1.0,23,9,2009
4551,1,1,0.0,1.0,1.0,1.0,0.0,3.0,0,8,2013
4556,1,0,0.0,2.0,1.0,2.0,0.0,0.0,19,1,2006
4566,1,1,0.0,1.0,1.0,2.0,0.0,2.0,22,6,2018
4585,1,2,0.0,1.0,1.0,1.0,0.0,3.0,18,7,2013
4600,1,1,0.0,2.0,1.0,2.0,0.0,1.0,17,12,2014
4606,1,0,0.0,1.0,2.0,1.0,0.0,2.0,21,7,2012
4611,1,2,0.0,1.0,1.0,1.0,0.0,1.0,22,9,2008
4627,1,1,0.0,2.0,1.0,1.0,0.0,1.0,20,7,2020
4631,1,2,0.0,2.0,1.0,2.0,0.0,1.0,4,6,2009
4634,1,2,0.0,2.0,1.0,1.0,0.0,1.0,0,11,2010
4645,1,2,0.0,0.0,1.0,1.0,0.0,1.0,18,10,2015
4655,1,3,0.0,2.0,1.0,1.0,0.0,3.0,1,9,2015
4658,1,1,0.0,2.0,1.0,2.0,0.0,1.0,22,5,2008
4665,1,1,0.0,2.0,1.0,1.0,1.0,2.0,0,1,2013
4682,1,2,0.0,3.0,0.0,3.0,0.0,0.0,14,3,2017
4683,1,1,0.0,1.0,1.0,1.0,0.0,2.0,1,6,2019
4687,1,1,0.0,2.0,3.0,2.0,1.0,3.0,14,9,2012
4697,1,3,0.0,1.0,1.0,2.0,1.0,1.0,12,1,2021
4700,1,0,1.0,2.0,4.0,2.0,0.0,4.0,19,9,2021
4701,1,1,0.0,0.0,1.0,1.0,0.0,3.0,20,11,2009
4705,1,0,1.0,2.0,2.0,3.0,0.0,2.0,17,6,2010
4710,1,2,0.0,1.0,2.0,1.0,0.0,3.0,4,9,2009
4720,1,2,0.0,1.0,1.0,2.0,0.0,1.0,17,10,2006
4732,1,2,0.0,0.0,1.0,1.0,0.0,1.0,22,5,2007
4736,1,1,0.0,2.0,1.0,2.0,0.0,1.0,22,12,2018
4747,1,2,0.0,2.0,1.0,2.0,0.0,1.0,6,10,2019
4752,1,2,0.0,2.0,1.0,2.0,1.0,1.0,20,4,2009
4761,1,0,1.0,2.0,0.0,2.0,0.0,0.0,10,10,2007
4770,1,3,0.0,2.0,2.0,1.0,0.0,2.0,18,10,2014
4773,1,1,0.0,2.0,1.0,2.0,0.0,1.0,0,4,2008
4774,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1,6,2009
4781,1,1,0.0,1.0,3.0,1.0,0.0,3.0,23,5,2015
4792,1,1,0.0,1.0,1.0,0.0,0.0,1.0,20,7,2012
4796,1,0,0.0,1.0,2.0,1.0,0.0,2.0,4,10,2006
4817,1,3,0.0,1.0,1.0,0.0,0.0,1.0,20,4,2018
4818,1,4,0.0,0.0,1.0,1.0,0.0,1.0,18,6,2017
4833,1,3,0.0,0.0,2.0,2.0,0.0,2.0,18,10,2014
4842,1,1,0.0,1.0,1.0,1.0,0.0,3.0,1,9,2020
4856,1,2,0.0,1.0,1.0,2.0,0.0,1.0,1,9,2006
4883,1,3,0.0,1.0,1.0,1.0,0.0,1.0,21,9,2016
4891,1,0,0.0,2.0,1.0,2.0,0.0,1.0,1,10,2021
4897,1,1,0.0,3.0,3.0,2.0,0.0,2.0,4,11,2006
4898,1,0,0.0,1.0,2.0,1.0,0.0,2.0,18,2,2018
4904,1,2,0.0,1.0,1.0,2.0,1.0,1.0,19,11,2006
4923,1,0,0.0,1.0,2.0,2.0,0.0,2.0,19,9,2007
4924,1,2,0.0,1.0,1.0,2.0,0.0,1.0,20,10,2017
4928,1,2,0.0,2.0,1.0,3.0,0.0,3.0,11,11,2011
4932,1,1,0.0,2.0,1.0,2.0,1.0,1.0,6,6,2016
4939,1,0,0.0,1.0,1.0,2.0,0.0,1.0,19,7,2009
4944,1,2,0.0,3.0,1.0,3.0,1.0,1.0,20,8,2021
4946,1,2,0.0,2.0,3.0,1.0,0.0,1.0,20,5,2009
4948,1,3,0.0,2.0,1.0,1.0,0.0,2.0,23,5,2010
4951,1,1,0.0,1.0,3.0,2.0,0.0,1.0,21,1,2014
4959,1,0,0.0,4.0,1.0,2.0,0.0,1.0,23,6,2008
4977,1,2,0.0,1.0,2.0,1.0,0.0,2.0,4,11,2010
4991,1,0,0.0,2.0,1.0,2.0,0.0,1.0,6,5,2013
4993,1,1,0.0,1.0,2.0,2.0,0.0,2.0,1,8,2012
4999,1,1,0.0,2.0,1.0,2.0,0.0,1.0,23,8,2021
5006,1,2,0.0,2.0,1.0,2.0,0.0,1.0,21,7,2017
5025,1,0,0.0,2.0,1.0,1.0,0.0,1.0,15,12,2011
5028,1,2,0.0,4.0,0.0,3.0,0.0,0.0,16,2,2006
5033,1,1,0.0,2.0,2.0,2.0,0.0,2.0,2,6,2012
5038,1,2,0.0,1.0,1.0,3.0,0.0,1.0,11,6,2017
5057,1,1,0.0,1.0,1.0,1.0,0.0,2.0,17,8,2008
5064,1,1,0.0,2.0,3.0,2.0,0.0,2.0,15,9,2021
5074,1,2,1.0,2.0,0.0,3.0,0.0,3.0,17,7,2011
5080,1,0,0.0,4.0,0.0,4.0,1.0,0.0,12,10,2009
5083,1,1,0.0,2.0,1.0,2.0,0.0,1.0,4,10,2021
5085,1,0,0.0,2.0,2.0,2.0,0.0,4.0,18,9,2020
5093,1,1,0.0,3.0,1.0,3.0,0.0,1.0,6,6,2006
5094,1,1,0.0,0.0,1.0,0.0,0.0,2.0,8,5,2015
5107,1,1,0.0,1.0,1.0,1.0,0.0,1.0,4,9,2009
5109,1,1,0.0,2.0,0.0,4.0,0.0,1.0,18,10,2016
5115,1,1,0.0,1.0,1.0,2.0,0.0,2.0,3,9,2006
5122,1,2,0.0,2.0,1.0,2.0,0.0,1.0,4,2,2017
5137,1,1,0.0,2.0,2.0,2.0,0.0,1.0,5,7,2012
5146,1,2,0.0,2.0,2.0,1.0,1.0,2.0,22,10,2018
5153,1,0,0.0,1.0,1.0,2.0,0.0,4.0,1,7,2010
5162,1,0,0.0,1.0,1.0,1.0,0.0,1.0,18,11,2008
5167,1,4,0.0,2.0,1.0,2.0,0.0,1.0,11,12,2011
5229,1,3,0.0,2.0,1.0,2.0,0.0,1.0,18,9,2016
5235,1,3,0.0,1.0,2.0,1.0,0.0,1.0,18,2,2009
5238,1,1,0.0,2.0,2.0,1.0,0.0,3.0,16,12,2012
5248,1,4,0.0,3.0,0.0,3.0,1.0,0.0,9,8,2009
5256,1,1,0.0,1.0,2.0,1.0,0.0,4.0,18,5,2013
5281,1,2,0.0,0.0,1.0,0.0,0.0,1.0,15,9,2018
5299,1,3,0.0,1.0,1.0,2.0,0.0,1.0,2,6,2018
5316,1,3,0.0,2.0,2.0,2.0,0.0,2.0,4,8,2009
5318,1,1,0.0,1.0,1.0,1.0,0.0,1.0,23,6,2013
5339,1,1,0.0,2.0,2.0,2.0,0.0,2.0,8,7,2015
5352,1,3,0.0,2.0,1.0,2.0,0.0,1.0,19,12,2014
5364,1,0,0.0,1.0,1.0,1.0,0.0,1.0,11,2,2012
5430,1,3,0.0,2.0,0.0,2.0,0.0,0.0,21,3,2007
5441,1,3,0.0,1.0,3.0,1.0,0.0,3.0,23,6,2014
5446,1,3,0.0,1.0,1.0,0.0,0.0,1.0,15,10,2021
5454,1,3,0.0,2.0,1.0,2.0,0.0,3.0,16,10,2020
5455,1,2,0.0,1.0,1.0,1.0,0.0,1.0,22,7,2008
5456,1,2,0.0,1.0,1.0,2.0,0.0,1.0,14,12,2007
5458,1,2,0.0,1.0,1.0,1.0,0.0,1.0,18,2,2020
5462,1,2,0.0,0.0,1.0,2.0,0.0,1.0,10,6,2010
5464,1,2,0.0,2.0,1.0,2.0,0.0,1.0,15,9,2018
5467,1,4,1.0,2.0,0.0,2.0,0.0,1.0,8,12,2018
5469,1,1,0.0,1.0,1.0,1.0,0.0,2.0,1,12,2011
5481,1,2,0.0,2.0,1.0,2.0,0.0,1.0,5,9,2021
5483,1,0,0.0,2.0,2.0,2.0,1.0,2.0,22,8,2006
5489,1,1,0.0,2.0,1.0,2.0,0.0,1.0,21,9,2009
5493,1,1,0.0,0.0,1.0,1.0,0.0,1.0,22,9,2006
5509,1,3,0.0,2.0,1.0,2.0,0.0,1.0,2,7,2014
5510,1,1,0.0,1.0,2.0,1.0,0.0,3.0,3,5,2010
5516,1,1,0.0,2.0,1.0,1.0,1.0,1.0,19,7,2021
5529,1,1,0.0,1.0,1.0,3.0,1.0,1.0,15,11,2007
5531,1,1,0.0,2.0,1.0,2.0,0.0,1.0,20,8,2017
5535,1,3,0.0,2.0,0.0,1.0,0.0,2.0,0,9,2010
5537,1,1,0.0,2.0,1.0,3.0,0.0,1.0,8,5,2014
5540,1,2,0.0,2.0,1.0,0.0,1.0,1.0,15,3,2008
5548,1,2,0.0,1.0,1.0,1.0,0.0,1.0,20,7,2016
5557,1,0,0.0,1.0,2.0,1.0,0.0,3.0,18,3,2014
5562,1,1,0.0,1.0,1.0,1.0,0.0,1.0,17,12,2014
5583,1,2,0.0,2.0,1.0,0.0,0.0,1.0,10,3,2021
5584,1,2,0.0,1.0,4.0,2.0,0.0,0.0,15,2,2012
5593,1,2,0.0,3.0,1.0,1.0,0.0,4.0,21,3,2009
5614,1,3,0.0,0.0,1.0,2.0,0.0,1.0,22,6,2009
5617,1,0,0.0,3.0,2.0,2.0,0.0,2.0,2,1,2013
5624,1,2,0.0,2.0,1.0,2.0,0.0,1.0,22,9,2020
5625,1,2,0.0,1.0,1.0,0.0,0.0,1.0,21,12,2008
5627,1,1,0.0,2.0,1.0,3.0,0.0,1.0,5,8,2014
5628,1,2,0.0,2.0,1.0,3.0,0.0,1.0,19,6,2019
5632,1,1,0.0,2.0,1.0,3.0,0.0,1.0,3,10,2012
5634,1,0,0.0,1.0,1.0,1.0,0.0,1.0,20,11,2012
5637,1,1,0.0,0.0,2.0,3.0,0.0,1.0,1,6,2010
5641,1,2,0.0,0.0,1.0,0.0,0.0,1.0,14,4,2021
5679,1,0,0.0,0.0,1.0,1.0,0.0,1.0,1,5,2020
5686,1,1,0.0,1.0,1.0,1.0,0.0,3.0,20,3,2015
5694,1,1,0.0,2.0,1.0,1.0,0.0,1.0,23,7,2009
5708,1,0,0.0,2.0,1.0,1.0,0.0,1.0,4,1,2008
5718,1,0,0.0,2.0,2.0,1.0,0.0,1.0,3,5,2010
5719,1,0,0.0,1.0,1.0,1.0,0.0,1.0,2,2,2009
5723,1,2,0.0,2.0,1.0,2.0,0.0,2.0,23,5,2015
5746,1,1,0.0,1.0,1.0,1.0,0.0,1.0,4,7,2010
5748,1,1,0.0,3.0,2.0,2.0,0.0,1.0,10,7,2019
5752,1,2,0.0,2.0,1.0,3.0,0.0,2.0,16,3,2013
5758,1,3,0.0,1.0,1.0,2.0,0.0,1.0,0,12,2007
5773,1,1,0.0,2.0,3.0,1.0,0.0,1.0,23,12,2019
5792,1,2,0.0,2.0,2.0,2.0,1.0,2.0,6,3,2021
5796,1,2,0.0,2.0,1.0,3.0,0.0,1.0,12,4,2010
5809,1,2,0.0,1.0,1.0,1.0,0.0,1.0,5,9,2009
5812,1,0,0.0,2.0,1.0,1.0,0.0,1.0,23,6,2012
5814,1,2,0.0,2.0,1.0,0.0,0.0,1.0,17,9,2009
5834,1,4,0.0,2.0,2.0,2.0,0.0,2.0,22,12,2017
5840,1,1,0.0,2.0,2.0,2.0,0.0,2.0,4,6,2006
5842,1,2,0.0,1.0,1.0,2.0,0.0,1.0,4,7,2016
5844,1,1,0.0,1.0,1.0,1.0,0.0,1.0,21,1,2006
5849,1,0,0.0,1.0,1.0,2.0,0.0,1.0,14,2,2006
5855,1,2,1.0,2.0,4.0,1.0,1.0,4.0,17,10,2021
5857,1,1,0.0,2.0,1.0,3.0,1.0,1.0,12,1,2013
5866,1,1,0.0,0.0,2.0,0.0,0.0,1.0,23,8,2021
5871,1,1,0.0,0.0,1.0,1.0,0.0,3.0,23,1,2021
5872,1,0,0.0,1.0,1.0,3.0,0.0,1.0,1,6,2007
5876,1,0,0.0,2.0,1.0,2.0,0.0,1.0,8,1,2015
5893,1,0,0.0,1.0,1.0,2.0,0.0,1.0,14,1,2012
5904,1,3,0.0,0.0,1.0,1.0,0.0,1.0,1,6,2010
5917,1,0,0.0,2.0,1.0,2.0,0.0,2.0,3,1,2020
5924,1,2,0.0,2.0,2.0,2.0,0.0,3.0,2,6,2009
5930,1,1,0.0,2.0,2.0,2.0,0.0,1.0,21,5,2021
5934,1,2,0.0,0.0,2.0,1.0,0.0,2.0,18,7,2020
5958,1,3,0.0,2.0,1.0,1.0,0.0,1.0,16,11,2017
5974,1,2,0.0,2.0,1.0,2.0,1.0,1.0,23,4,2010
5988,1,0,0.0,1.0,4.0,2.0,0.0,1.0,23,4,2021
5996,1,2,0.0,1.0,4.0,2.0,0.0,2.0,1,3,2009
6003,1,3,0.0,3.0,1.0,2.0,0.0,1.0,2,11,2011
6038,1,4,1.0,1.0,1.0,1.0,0.0,1.0,7,5,2007
6041,1,1,0.0,1.0,3.0,1.0,0.0,4.0,19,12,2013
6063,1,0,0.0,1.0,1.0,2.0,0.0,1.0,19,12,2006
6072,1,1,0.0,2.0,1.0,2.0,0.0,2.0,3,2,2007
6085,1,2,0.0,1.0,1.0,2.0,0.0,1.0,15,12,2006
6096,1,1,0.0,1.0,1.0,1.0,0.0,3.0,18,3,2010
